1011011000111001010111011110011110010011110101010101001010001010000110100110100101111,2736.0
0011011000111001010111011110011110010011110101010101001010001010000110100110101111011,2736.0
0011011000111001010111011110011110011111000111010101001010001010000110100110100101011,2736.0
1011011000111001010111011110111110010011110101010101001010001010000111000110000101111,2736.0
1011011000111001010111011110011110010011110101010101001010001010000110100110100101111,2736.0
0011011000111001010111011110011110010011110101010101001010001010000110100110101111011,2736.0
1011011000111001010111011110011110010011110101010101001010001010000110100110101101111,2736.0
0110110110010011110110001100011110010011110101010101001010001010000110100110100111011,2736.0
1011011000111001010111011110011110010011110101010101001010001010000110100110000101111,2736.0
0011011000111001010111011110011110010011110101010101001010001010000110100110101111011,2736.0
0011011000111001010111011110011110010011110101010101001010001010000110100110000101111,2736.0
0011011000111001010111011110011110010011110101010101001010001010000110100110100101011,2736.0
0011011000111001010111011110011110010011110101010101001010001010000110100110000101111,2736.0
0000011010001011010111011110011110010011110101010101001010001010000110100110100101011,2736.0
0011011000111001010111011110011110010011110101010101001010001010000110100110100101111,2736.0
1011011000111001010111011110011110010011110101010101001010001010000110100110101111011,2736.0
1011011000111001010111011110011110010011110101010101001010001010000110100110100101111,2736.0
0011011000111001010111011110011110010011110101010101001010001010000110100110101111011,2736.0
1011011000111001010111011110011110010011110101010101001010001010000110100110101111011,2736.0
1011011000111001010111011110011110010011110101010101001010001010000110100110101111011,2736.0
